video,true_label,top1_pred,top5_preds,top1_correct,top5_correct
v_BasketballDunk_g01_c06.avi,basketballdunk,basketball,"['basketball', 'basketballdunk', 'volleyballspiking', 'tabletennisshot', 'hammerthrow']",False,True
v_BasketballDunk_g01_c07.avi,basketballdunk,basketballdunk,"['basketballdunk', 'basketball', 'hammerthrow', 'tabletennisshot', 'frontcrawl']",True,True
v_BasketballDunk_g02_c01.avi,basketballdunk,basketballdunk,"['basketballdunk', 'basketball', 'hammerthrow', 'tabletennisshot', 'volleyballspiking']",True,True
v_BasketballDunk_g02_c02.avi,basketballdunk,basketballdunk,"['basketballdunk', 'basketball', 'hammerthrow', 'tabletennisshot', 'volleyballspiking']",True,True
v_BasketballDunk_g02_c03.avi,basketballdunk,basketballdunk,"['basketballdunk', 'basketball', 'floorgymnastics', 'volleyballspiking', 'hammerthrow']",True,True
v_BenchPress_g01_c01.avi,benchpress,benchpress,"['benchpress', 'bodyweightsquats', 'frontcrawl', 'lunges', 'pushups']",True,True
v_BenchPress_g01_c02.avi,benchpress,benchpress,"['benchpress', 'bodyweightsquats', 'frontcrawl', 'lunges', 'pommelhorse']",True,True
v_BenchPress_g01_c03.avi,benchpress,benchpress,"['benchpress', 'frontcrawl', 'bodyweightsquats', 'lunges', 'pushups']",True,True
v_BenchPress_g01_c04.avi,benchpress,benchpress,"['benchpress', 'frontcrawl', 'bodyweightsquats', 'lunges', 'pushups']",True,True
v_BenchPress_g01_c05.avi,benchpress,benchpress,"['benchpress', 'bodyweightsquats', 'frontcrawl', 'lunges', 'pushups']",True,True
v_BenchPress_g01_c06.avi,benchpress,benchpress,"['benchpress', 'bodyweightsquats', 'frontcrawl', 'lunges', 'pommelhorse']",True,True
v_BenchPress_g02_c01.avi,benchpress,benchpress,"['benchpress', 'frontcrawl', 'bodyweightsquats', 'pullups', 'lunges']",True,True
v_BenchPress_g02_c02.avi,benchpress,benchpress,"['benchpress', 'frontcrawl', 'bodyweightsquats', 'pullups', 'lunges']",True,True
v_BenchPress_g02_c03.avi,benchpress,benchpress,"['benchpress', 'bodyweightsquats', 'frontcrawl', 'lunges', 'pullups']",True,True
v_BenchPress_g02_c04.avi,benchpress,benchpress,"['benchpress', 'frontcrawl', 'pullups', 'bodyweightsquats', 'pushups']",True,True
v_Biking_g01_c01.avi,biking,biking,"['biking', 'jumpingjack', 'yoyo', 'trampolinejumping', 'hulahoop']",True,True
v_Biking_g01_c02.avi,biking,biking,"['biking', 'jumpingjack', 'longjump', 'taichi', 'trampolinejumping']",True,True
v_Biking_g01_c03.avi,biking,biking,"['biking', 'jumpingjack', 'trampolinejumping', 'yoyo', 'skijet']",True,True
v_Biking_g01_c04.avi,biking,biking,"['biking', 'jumpingjack', 'longjump', 'highjump', 'yoyo']",True,True
v_Biking_g02_c01.avi,biking,biking,"['biking', 'frontcrawl', 'frisbeecatch', 'stillrings', 'hulahoop']",True,True
v_Biking_g02_c02.avi,biking,biking,"['biking', 'frontcrawl', 'frisbeecatch', 'stillrings', 'hammerthrow']",True,True
v_Biking_g02_c03.avi,biking,biking,"['biking', 'frontcrawl', 'hammerthrow', 'stillrings', 'frisbeecatch']",True,True
v_Biking_g02_c04.avi,biking,biking,"['biking', 'frontcrawl', 'hammerthrow', 'boxingspeedbag', 'stillrings']",True,True
v_Biking_g02_c05.avi,biking,biking,"['biking', 'frontcrawl', 'hammerthrow', 'frisbeecatch', 'longjump']",True,True
v_Biking_g02_c06.avi,biking,biking,"['biking', 'longjump', 'hammerthrow', 'frontcrawl', 'frisbeecatch']",True,True
v_Billiards_g01_c01.avi,billiards,billiards,"['billiards', 'tabletennisshot', 'bowling', 'jugglingballs', 'frontcrawl']",True,True
v_Billiards_g01_c02.avi,billiards,billiards,"['billiards', 'tabletennisshot', 'bowling', 'frontcrawl', 'jugglingballs']",True,True
v_Billiards_g01_c03.avi,billiards,billiards,"['billiards', 'tabletennisshot', 'punch', 'bowling', 'frontcrawl']",True,True
v_Billiards_g01_c04.avi,billiards,billiards,"['billiards', 'tabletennisshot', 'bowling', 'punch', 'frontcrawl']",True,True
v_Billiards_g01_c05.avi,billiards,billiards,"['billiards', 'tabletennisshot', 'bowling', 'frontcrawl', 'punch']",True,True
v_Billiards_g01_c06.avi,billiards,billiards,"['billiards', 'tabletennisshot', 'bowling', 'frontcrawl', 'jugglingballs']",True,True
v_Billiards_g02_c01.avi,billiards,billiards,"['billiards', 'tabletennisshot', 'bowling', 'frontcrawl', 'jugglingballs']",True,True
v_Billiards_g02_c02.avi,billiards,billiards,"['billiards', 'tabletennisshot', 'bowling', 'punch', 'frontcrawl']",True,True
v_Billiards_g02_c03.avi,billiards,billiards,"['billiards', 'tabletennisshot', 'bowling', 'punch', 'frontcrawl']",True,True
v_Billiards_g02_c04.avi,billiards,billiards,"['billiards', 'tabletennisshot', 'bowling', 'frontcrawl', 'punch']",True,True
v_BlowDryHair_g01_c01.avi,blowdryhair,blowdryhair,"['blowdryhair', 'haircut', 'headmassage', 'mixing', 'salsaspin']",True,True
v_BlowDryHair_g01_c02.avi,blowdryhair,blowdryhair,"['blowdryhair', 'haircut', 'headmassage', 'applyeyemakeup', 'hammering']",True,True
v_BlowDryHair_g01_c03.avi,blowdryhair,blowdryhair,"['blowdryhair', 'haircut', 'headmassage', 'cleanandjerk', 'applyeyemakeup']",True,True
v_BlowDryHair_g01_c04.avi,blowdryhair,blowdryhair,"['blowdryhair', 'haircut', 'headmassage', 'applyeyemakeup', 'applylipstick']",True,True
v_BlowDryHair_g02_c01.avi,blowdryhair,blowdryhair,"['blowdryhair', 'haircut', 'headmassage', 'hammering', 'shavingbeard']",True,True
v_BlowDryHair_g02_c02.avi,blowdryhair,blowdryhair,"['blowdryhair', 'haircut', 'headmassage', 'shavingbeard', 'hammering']",True,True
v_BlowDryHair_g02_c03.avi,blowdryhair,blowdryhair,"['blowdryhair', 'haircut', 'headmassage', 'shavingbeard', 'frisbeecatch']",True,True
v_BlowDryHair_g02_c04.avi,blowdryhair,blowdryhair,"['blowdryhair', 'haircut', 'headmassage', 'shavingbeard', 'punch']",True,True
v_BlowDryHair_g02_c05.avi,blowdryhair,blowdryhair,"['blowdryhair', 'haircut', 'headmassage', 'shavingbeard', 'mixing']",True,True
v_BlowDryHair_g03_c01.avi,blowdryhair,blowdryhair,"['blowdryhair', 'headmassage', 'brushingteeth', 'breaststroke', 'haircut']",True,True
v_BlowingCandles_g01_c01.avi,blowingcandles,blowingcandles,"['blowingcandles', 'icedancing', 'jumpingjack', 'playingdaf', 'brushingteeth']",True,True
v_BlowingCandles_g01_c02.avi,blowingcandles,blowingcandles,"['blowingcandles', 'babycrawling', 'tabletennisshot', 'brushingteeth', 'jumpingjack']",True,True
v_BlowingCandles_g01_c03.avi,blowingcandles,blowingcandles,"['blowingcandles', 'babycrawling', 'punch', 'tabletennisshot', 'playingdaf']",True,True
v_BlowingCandles_g01_c04.avi,blowingcandles,blowingcandles,"['blowingcandles', 'punch', 'tabletennisshot', 'babycrawling', 'playingdaf']",True,True
v_BlowingCandles_g02_c01.avi,blowingcandles,blowingcandles,"['blowingcandles', 'mixing', 'icedancing', 'stillrings', 'tabletennisshot']",True,True
v_BlowingCandles_g02_c02.avi,blowingcandles,blowingcandles,"['blowingcandles', 'mixing', 'icedancing', 'stillrings', 'tabletennisshot']",True,True
v_BlowingCandles_g02_c03.avi,blowingcandles,blowingcandles,"['blowingcandles', 'babycrawling', 'playingdaf', 'brushingteeth', 'tabletennisshot']",True,True
v_BlowingCandles_g02_c04.avi,blowingcandles,blowingcandles,"['blowingcandles', 'cleanandjerk', 'cuttinginkitchen', 'tabletennisshot', 'punch']",True,True
v_BlowingCandles_g03_c01.avi,blowingcandles,blowingcandles,"['blowingcandles', 'playingtabla', 'playingdaf', 'tabletennisshot', 'stillrings']",True,True
v_BlowingCandles_g03_c02.avi,blowingcandles,blowingcandles,"['blowingcandles', 'playingtabla', 'playingdaf', 'tabletennisshot', 'stillrings']",True,True
v_BodyWeightSquats_g01_c01.avi,bodyweightsquats,bodyweightsquats,"['bodyweightsquats', 'wallpushups', 'lunges', 'jumpingjack', 'frontcrawl']",True,True
v_BodyWeightSquats_g01_c02.avi,bodyweightsquats,bodyweightsquats,"['bodyweightsquats', 'wallpushups', 'lunges', 'jumpingjack', 'frontcrawl']",True,True
v_BodyWeightSquats_g01_c03.avi,bodyweightsquats,bodyweightsquats,"['bodyweightsquats', 'wallpushups', 'lunges', 'jumpingjack', 'jumprope']",True,True
v_BodyWeightSquats_g01_c04.avi,bodyweightsquats,bodyweightsquats,"['bodyweightsquats', 'wallpushups', 'lunges', 'jumpingjack', 'frontcrawl']",True,True
v_BodyWeightSquats_g02_c01.avi,bodyweightsquats,benchpress,"['benchpress', 'pullups', 'bodyweightsquats', 'boxingspeedbag', 'handstandpushups']",False,True
v_BodyWeightSquats_g02_c02.avi,bodyweightsquats,bodyweightsquats,"['bodyweightsquats', 'pullups', 'boxingspeedbag', 'benchpress', 'parallelbars']",True,True
v_BodyWeightSquats_g02_c03.avi,bodyweightsquats,bodyweightsquats,"['bodyweightsquats', 'lunges', 'pullups', 'benchpress', 'boxingspeedbag']",True,True
v_BodyWeightSquats_g02_c04.avi,bodyweightsquats,bodyweightsquats,"['bodyweightsquats', 'pullups', 'nunchucks', 'jumprope', 'benchpress']",True,True
v_BodyWeightSquats_g03_c01.avi,bodyweightsquats,hammerthrow,"['hammerthrow', 'hammering', 'nunchucks', 'jumprope', 'frisbeecatch']",False,False
v_BodyWeightSquats_g03_c02.avi,bodyweightsquats,hammerthrow,"['hammerthrow', 'hammering', 'nunchucks', 'jumprope', 'jumpingjack']",False,False
v_Bowling_g01_c01.avi,bowling,bowling,"['bowling', 'cricketbowling', 'tabletennisshot', 'frontcrawl', 'punch']",True,True
v_Bowling_g01_c02.avi,bowling,bowling,"['bowling', 'cricketbowling', 'tabletennisshot', 'frontcrawl', 'punch']",True,True
v_Bowling_g01_c03.avi,bowling,bowling,"['bowling', 'cricketbowling', 'tabletennisshot', 'frontcrawl', 'punch']",True,True
v_Bowling_g01_c04.avi,bowling,bowling,"['bowling', 'cricketbowling', 'tabletennisshot', 'frontcrawl', 'punch']",True,True
v_Bowling_g01_c05.avi,bowling,bowling,"['bowling', 'cricketbowling', 'frontcrawl', 'hammerthrow', 'tabletennisshot']",True,True
v_Bowling_g01_c06.avi,bowling,bowling,"['bowling', 'cricketbowling', 'tabletennisshot', 'frontcrawl', 'hammerthrow']",True,True
v_Bowling_g01_c07.avi,bowling,bowling,"['bowling', 'cricketbowling', 'tabletennisshot', 'hammerthrow', 'frontcrawl']",True,True
v_Bowling_g02_c01.avi,bowling,bowling,"['bowling', 'cricketbowling', 'hammerthrow', 'tabletennisshot', 'frontcrawl']",True,True
v_Bowling_g02_c02.avi,bowling,bowling,"['bowling', 'cricketbowling', 'frontcrawl', 'billiards', 'tabletennisshot']",True,True
v_Bowling_g02_c03.avi,bowling,bowling,"['bowling', 'cricketbowling', 'hammerthrow', 'billiards', 'frontcrawl']",True,True
v_BoxingPunchingBag_g01_c01.avi,boxingpunchingbag,boxingspeedbag,"['boxingspeedbag', 'boxingpunchingbag', 'punch', 'nunchucks', 'bodyweightsquats']",False,True
v_BoxingPunchingBag_g01_c02.avi,boxingpunchingbag,boxingspeedbag,"['boxingspeedbag', 'boxingpunchingbag', 'punch', 'nunchucks', 'bodyweightsquats']",False,True
v_BoxingPunchingBag_g01_c03.avi,boxingpunchingbag,boxingspeedbag,"['boxingspeedbag', 'boxingpunchingbag', 'punch', 'nunchucks', 'jumprope']",False,True
v_BoxingPunchingBag_g01_c04.avi,boxingpunchingbag,boxingspeedbag,"['boxingspeedbag', 'boxingpunchingbag', 'punch', 'nunchucks', 'bodyweightsquats']",False,True
v_BoxingPunchingBag_g01_c05.avi,boxingpunchingbag,boxingspeedbag,"['boxingspeedbag', 'boxingpunchingbag', 'punch', 'nunchucks', 'bodyweightsquats']",False,True
v_BoxingPunchingBag_g01_c06.avi,boxingpunchingbag,boxingspeedbag,"['boxingspeedbag', 'boxingpunchingbag', 'punch', 'nunchucks', 'bodyweightsquats']",False,True
v_BoxingPunchingBag_g01_c07.avi,boxingpunchingbag,boxingspeedbag,"['boxingspeedbag', 'boxingpunchingbag', 'punch', 'nunchucks', 'sumowrestling']",False,True
v_BoxingPunchingBag_g02_c01.avi,boxingpunchingbag,boxingspeedbag,"['boxingspeedbag', 'boxingpunchingbag', 'punch', 'nunchucks', 'hammerthrow']",False,True
v_BoxingPunchingBag_g02_c02.avi,boxingpunchingbag,boxingspeedbag,"['boxingspeedbag', 'boxingpunchingbag', 'punch', 'nunchucks', 'hammerthrow']",False,True
v_BoxingPunchingBag_g02_c03.avi,boxingpunchingbag,boxingspeedbag,"['boxingspeedbag', 'boxingpunchingbag', 'punch', 'nunchucks', 'hammerthrow']",False,True
v_BoxingSpeedBag_g01_c01.avi,boxingspeedbag,wallpushups,"['wallpushups', 'boxingpunchingbag', 'nunchucks', 'pullups', 'punch']",False,False
v_BoxingSpeedBag_g01_c02.avi,boxingspeedbag,boxingpunchingbag,"['boxingpunchingbag', 'boxingspeedbag', 'nunchucks', 'punch', 'pullups']",False,True
v_BoxingSpeedBag_g01_c03.avi,boxingspeedbag,boxingpunchingbag,"['boxingpunchingbag', 'boxingspeedbag', 'nunchucks', 'punch', 'pullups']",False,True
v_BoxingSpeedBag_g01_c04.avi,boxingspeedbag,boxingpunchingbag,"['boxingpunchingbag', 'boxingspeedbag', 'punch', 'nunchucks', 'pullups']",False,True
v_BoxingSpeedBag_g02_c01.avi,boxingspeedbag,boxingspeedbag,"['boxingspeedbag', 'boxingpunchingbag', 'playingdaf', 'drumming', 'frisbeecatch']",True,True
v_BoxingSpeedBag_g02_c02.avi,boxingspeedbag,boxingspeedbag,"['boxingspeedbag', 'boxingpunchingbag', 'playingdaf', 'drumming', 'frisbeecatch']",True,True
v_BoxingSpeedBag_g02_c03.avi,boxingspeedbag,boxingspeedbag,"['boxingspeedbag', 'boxingpunchingbag', 'playingdaf', 'drumming', 'frisbeecatch']",True,True
v_BoxingSpeedBag_g02_c04.avi,boxingspeedbag,boxingspeedbag,"['boxingspeedbag', 'boxingpunchingbag', 'playingdaf', 'throwdiscus', 'pullups']",True,True
v_BoxingSpeedBag_g03_c01.avi,boxingspeedbag,boxingspeedbag,"['boxingspeedbag', 'boxingpunchingbag', 'pullups', 'hammerthrow', 'hammering']",True,True
v_BoxingSpeedBag_g03_c02.avi,boxingspeedbag,boxingspeedbag,"['boxingspeedbag', 'boxingpunchingbag', 'pullups', 'throwdiscus', 'hammerthrow']",True,True
