video,true_label,top1_pred,top5_preds,top1_correct,top5_correct
v_BaseballPitch_g02_c03.avi,baseballpitch,baseballpitch,"['baseballpitch', 'punch', 'basketball', 'militaryparade', 'diving']",True,True
v_BaseballPitch_g02_c04.avi,baseballpitch,baseballpitch,"['baseballpitch', 'punch', 'basketball', 'diving', 'militaryparade']",True,True
v_Basketball_g01_c01.avi,basketball,basketball,"['basketball', 'basketballdunk', 'volleyballspiking', 'jumpingjack', 'hulahoop']",True,True
v_Basketball_g01_c02.avi,basketball,basketball,"['basketball', 'basketballdunk', 'jumpingjack', 'hulahoop', 'volleyballspiking']",True,True
v_Basketball_g01_c03.avi,basketball,basketball,"['basketball', 'basketballdunk', 'jumpingjack', 'volleyballspiking', 'hulahoop']",True,True
v_Basketball_g01_c04.avi,basketball,basketball,"['basketball', 'basketballdunk', 'jumpingjack', 'volleyballspiking', 'hulahoop']",True,True
v_Basketball_g01_c05.avi,basketball,basketball,"['basketball', 'basketballdunk', 'jumpingjack', 'hulahoop', 'javelinthrow']",True,True
v_Basketball_g01_c06.avi,basketball,basketball,"['basketball', 'basketballdunk', 'volleyballspiking', 'jumpingjack', 'javelinthrow']",True,True
v_Basketball_g01_c07.avi,basketball,basketball,"['basketball', 'basketballdunk', 'jumpingjack', 'volleyballspiking', 'javelinthrow']",True,True
v_Basketball_g02_c01.avi,basketball,basketball,"['basketball', 'basketballdunk', 'taichi', 'cricketshot', 'hulahoop']",True,True
v_Basketball_g02_c02.avi,basketball,basketball,"['basketball', 'basketballdunk', 'cricketshot', 'skijet', 'shotput']",True,True
v_Basketball_g02_c03.avi,basketball,basketball,"['basketball', 'basketballdunk', 'shotput', 'hulahoop', 'taichi']",True,True
v_BasketballDunk_g01_c01.avi,basketballdunk,basketball,"['basketball', 'basketballdunk', 'volleyballspiking', 'hulahoop', 'breaststroke']",False,True
v_BasketballDunk_g01_c02.avi,basketballdunk,basketball,"['basketball', 'basketballdunk', 'hulahoop', 'volleyballspiking', 'golfswing']",False,True
v_BasketballDunk_g01_c03.avi,basketballdunk,basketball,"['basketball', 'basketballdunk', 'volleyballspiking', 'hulahoop', 'punch']",False,True
v_BasketballDunk_g01_c04.avi,basketballdunk,basketballdunk,"['basketballdunk', 'basketball', 'volleyballspiking', 'hulahoop', 'breaststroke']",True,True
v_BasketballDunk_g01_c05.avi,basketballdunk,basketball,"['basketball', 'basketballdunk', 'volleyballspiking', 'hulahoop', 'jumprope']",False,True
v_BasketballDunk_g01_c06.avi,basketballdunk,basketball,"['basketball', 'basketballdunk', 'volleyballspiking', 'hulahoop', 'jumpingjack']",False,True
v_BasketballDunk_g01_c07.avi,basketballdunk,basketball,"['basketball', 'basketballdunk', 'volleyballspiking', 'hulahoop', 'golfswing']",False,True
v_BasketballDunk_g02_c01.avi,basketballdunk,basketball,"['basketball', 'basketballdunk', 'hulahoop', 'volleyballspiking', 'jumpingjack']",False,True
v_BasketballDunk_g02_c02.avi,basketballdunk,basketballdunk,"['basketballdunk', 'basketball', 'jumpingjack', 'volleyballspiking', 'highjump']",True,True
v_BasketballDunk_g02_c03.avi,basketballdunk,basketball,"['basketball', 'basketballdunk', 'hulahoop', 'volleyballspiking', 'jumprope']",False,True
v_BenchPress_g01_c01.avi,benchpress,benchpress,"['benchpress', 'handstandpushups', 'pushups', 'rowing', 'wallpushups']",True,True
v_BenchPress_g01_c02.avi,benchpress,benchpress,"['benchpress', 'rowing', 'pushups', 'handstandpushups', 'wallpushups']",True,True
v_BenchPress_g01_c03.avi,benchpress,benchpress,"['benchpress', 'rowing', 'handstandpushups', 'pushups', 'golfswing']",True,True
v_BenchPress_g01_c04.avi,benchpress,benchpress,"['benchpress', 'handstandpushups', 'rowing', 'pushups', 'lunges']",True,True
v_BenchPress_g01_c05.avi,benchpress,benchpress,"['benchpress', 'pushups', 'handstandpushups', 'rowing', 'wallpushups']",True,True
v_BenchPress_g01_c06.avi,benchpress,benchpress,"['benchpress', 'handstandpushups', 'pushups', 'rowing', 'lunges']",True,True
v_BenchPress_g02_c01.avi,benchpress,benchpress,"['benchpress', 'rowing', 'balancebeam', 'pommelhorse', 'volleyballspiking']",True,True
v_BenchPress_g02_c02.avi,benchpress,benchpress,"['benchpress', 'balancebeam', 'rowing', 'volleyballspiking', 'golfswing']",True,True
v_BenchPress_g02_c03.avi,benchpress,benchpress,"['benchpress', 'rowing', 'volleyballspiking', 'balancebeam', 'golfswing']",True,True
v_BenchPress_g02_c04.avi,benchpress,benchpress,"['benchpress', 'rowing', 'pushups', 'handstandpushups', 'volleyballspiking']",True,True
v_Biking_g01_c01.avi,biking,biking,"['biking', 'jumprope', 'salsaspin', 'boxingspeedbag', 'playingguitar']",True,True
v_Biking_g01_c02.avi,biking,biking,"['biking', 'salsaspin', 'jumprope', 'hammering', 'jumpingjack']",True,True
v_Biking_g01_c03.avi,biking,biking,"['biking', 'salsaspin', 'boxingspeedbag', 'playingguitar', 'jumprope']",True,True
v_Biking_g01_c04.avi,biking,biking,"['biking', 'jumprope', 'salsaspin', 'boxingspeedbag', 'playingguitar']",True,True
v_Biking_g02_c01.avi,biking,biking,"['biking', 'boxingspeedbag', 'salsaspin', 'horserace', 'rowing']",True,True
v_Biking_g02_c02.avi,biking,biking,"['biking', 'horserace', 'boxingspeedbag', 'salsaspin', 'basketball']",True,True
v_Biking_g02_c03.avi,biking,biking,"['biking', 'horserace', 'boxingspeedbag', 'rowing', 'salsaspin']",True,True
v_Biking_g02_c04.avi,biking,biking,"['biking', 'boxingspeedbag', 'horserace', 'salsaspin', 'basketball']",True,True
v_Biking_g02_c05.avi,biking,biking,"['biking', 'boxingspeedbag', 'jumprope', 'jumpingjack', 'salsaspin']",True,True
v_Biking_g02_c06.avi,biking,biking,"['biking', 'jumprope', 'boxingspeedbag', 'basketball', 'salsaspin']",True,True
v_Billiards_g01_c01.avi,billiards,billiards,"['billiards', 'tabletennisshot', 'jugglingballs', 'golfswing', 'bowling']",True,True
v_Billiards_g01_c02.avi,billiards,billiards,"['billiards', 'tabletennisshot', 'golfswing', 'jugglingballs', 'bowling']",True,True
v_Billiards_g01_c03.avi,billiards,billiards,"['billiards', 'tabletennisshot', 'jugglingballs', 'golfswing', 'bowling']",True,True
v_Billiards_g01_c04.avi,billiards,billiards,"['billiards', 'tabletennisshot', 'golfswing', 'bowling', 'jugglingballs']",True,True
v_Billiards_g01_c05.avi,billiards,billiards,"['billiards', 'tabletennisshot', 'jugglingballs', 'golfswing', 'bowling']",True,True
v_Billiards_g01_c06.avi,billiards,billiards,"['billiards', 'tabletennisshot', 'golfswing', 'jugglingballs', 'bowling']",True,True
v_Billiards_g02_c01.avi,billiards,billiards,"['billiards', 'tabletennisshot', 'golfswing', 'bowling', 'jugglingballs']",True,True
v_Billiards_g02_c02.avi,billiards,billiards,"['billiards', 'tabletennisshot', 'bowling', 'jugglingballs', 'cricketbowling']",True,True
v_Billiards_g02_c03.avi,billiards,billiards,"['billiards', 'tabletennisshot', 'golfswing', 'bowling', 'jugglingballs']",True,True
v_Billiards_g02_c04.avi,billiards,billiards,"['billiards', 'tabletennisshot', 'bowling', 'jugglingballs', 'golfswing']",True,True
v_BlowDryHair_g01_c01.avi,blowdryhair,blowdryhair,"['blowdryhair', 'haircut', 'salsaspin', 'balancebeam', 'hammering']",True,True
v_BlowDryHair_g01_c02.avi,blowdryhair,blowdryhair,"['blowdryhair', 'haircut', 'swing', 'hammering', 'salsaspin']",True,True
v_BlowDryHair_g01_c03.avi,blowdryhair,blowdryhair,"['blowdryhair', 'haircut', 'salsaspin', 'headmassage', 'balancebeam']",True,True
v_BlowDryHair_g01_c04.avi,blowdryhair,blowdryhair,"['blowdryhair', 'haircut', 'salsaspin', 'headmassage', 'swing']",True,True
v_BlowDryHair_g02_c01.avi,blowdryhair,blowdryhair,"['blowdryhair', 'haircut', 'punch', 'balancebeam', 'salsaspin']",True,True
v_BlowDryHair_g02_c02.avi,blowdryhair,blowdryhair,"['blowdryhair', 'haircut', 'punch', 'balancebeam', 'headmassage']",True,True
v_BlowDryHair_g02_c03.avi,blowdryhair,blowdryhair,"['blowdryhair', 'haircut', 'moppingfloor', 'frisbeecatch', 'punch']",True,True
v_BlowDryHair_g02_c04.avi,blowdryhair,blowdryhair,"['blowdryhair', 'haircut', 'punch', 'headmassage', 'salsaspin']",True,True
v_BlowDryHair_g02_c05.avi,blowdryhair,blowdryhair,"['blowdryhair', 'haircut', 'headmassage', 'punch', 'salsaspin']",True,True
v_BlowDryHair_g03_c01.avi,blowdryhair,blowdryhair,"['blowdryhair', 'headmassage', 'salsaspin', 'skijet', 'balancebeam']",True,True
v_BlowingCandles_g01_c01.avi,blowingcandles,blowingcandles,"['blowingcandles', 'icedancing', 'punch', 'horseriding', 'lunges']",True,True
v_BlowingCandles_g01_c02.avi,blowingcandles,blowingcandles,"['blowingcandles', 'brushingteeth', 'balancebeam', 'icedancing', 'punch']",True,True
v_BlowingCandles_g01_c03.avi,blowingcandles,blowingcandles,"['blowingcandles', 'punch', 'longjump', 'basketball', 'skiing']",True,True
v_BlowingCandles_g01_c04.avi,blowingcandles,blowingcandles,"['blowingcandles', 'icedancing', 'jumprope', 'basketball', 'longjump']",True,True
v_BlowingCandles_g02_c01.avi,blowingcandles,blowingcandles,"['blowingcandles', 'swing', 'fencing', 'unevenbars', 'highjump']",True,True
v_BlowingCandles_g02_c02.avi,blowingcandles,blowingcandles,"['blowingcandles', 'swing', 'unevenbars', 'fencing', 'highjump']",True,True
v_BlowingCandles_g02_c03.avi,blowingcandles,blowingcandles,"['blowingcandles', 'brushingteeth', 'billiards', 'longjump', 'surfing']",True,True
v_BlowingCandles_g02_c04.avi,blowingcandles,blowingcandles,"['blowingcandles', 'billiards', 'punch', 'icedancing', 'longjump']",True,True
v_BlowingCandles_g03_c01.avi,blowingcandles,blowingcandles,"['blowingcandles', 'billiards', 'punch', 'balancebeam', 'biking']",True,True
v_BlowingCandles_g03_c02.avi,blowingcandles,blowingcandles,"['blowingcandles', 'punch', 'longjump', 'biking', 'billiards']",True,True
v_BodyWeightSquats_g01_c01.avi,bodyweightsquats,lunges,"['lunges', 'bodyweightsquats', 'handstandwalking', 'shotput', 'handstandpushups']",False,True
v_BodyWeightSquats_g01_c02.avi,bodyweightsquats,lunges,"['lunges', 'bodyweightsquats', 'shotput', 'handstandwalking', 'handstandpushups']",False,True
v_BodyWeightSquats_g01_c03.avi,bodyweightsquats,lunges,"['lunges', 'bodyweightsquats', 'shotput', 'throwdiscus', 'handstandpushups']",False,True
v_BodyWeightSquats_g01_c04.avi,bodyweightsquats,lunges,"['lunges', 'bodyweightsquats', 'shotput', 'handstandwalking', 'throwdiscus']",False,True
v_BodyWeightSquats_g02_c01.avi,bodyweightsquats,lunges,"['lunges', 'bodyweightsquats', 'punch', 'boxingpunchingbag', 'boxingspeedbag']",False,True
v_BodyWeightSquats_g02_c02.avi,bodyweightsquats,lunges,"['lunges', 'bodyweightsquats', 'boxingpunchingbag', 'punch', 'boxingspeedbag']",False,True
v_BodyWeightSquats_g02_c03.avi,bodyweightsquats,lunges,"['lunges', 'boxingspeedbag', 'punch', 'boxingpunchingbag', 'bodyweightsquats']",False,True
v_BodyWeightSquats_g02_c04.avi,bodyweightsquats,lunges,"['lunges', 'handstandpushups', 'bodyweightsquats', 'pullups', 'pushups']",False,True
v_BodyWeightSquats_g03_c01.avi,bodyweightsquats,sumowrestling,"['sumowrestling', 'shavingbeard', 'soccerjuggling', 'frisbeecatch', 'boxingpunchingbag']",False,False
v_BodyWeightSquats_g03_c02.avi,bodyweightsquats,hulahoop,"['hulahoop', 'nunchucks', 'frisbeecatch', 'throwdiscus', 'soccerjuggling']",False,False
v_Bowling_g01_c01.avi,bowling,bowling,"['bowling', 'cricketbowling', 'billiards', 'hammerthrow', 'volleyballspiking']",True,True
v_Bowling_g01_c02.avi,bowling,bowling,"['bowling', 'cricketbowling', 'balancebeam', 'billiards', 'volleyballspiking']",True,True
v_Bowling_g01_c03.avi,bowling,bowling,"['bowling', 'cricketbowling', 'balancebeam', 'billiards', 'volleyballspiking']",True,True
v_Bowling_g01_c04.avi,bowling,bowling,"['bowling', 'cricketbowling', 'billiards', 'balancebeam', 'volleyballspiking']",True,True
v_Bowling_g01_c05.avi,bowling,bowling,"['bowling', 'cricketbowling', 'billiards', 'hammerthrow', 'breaststroke']",True,True
v_Bowling_g01_c06.avi,bowling,bowling,"['bowling', 'cricketbowling', 'billiards', 'hammerthrow', 'balancebeam']",True,True
v_Bowling_g01_c07.avi,bowling,bowling,"['bowling', 'cricketbowling', 'billiards', 'hammerthrow', 'balancebeam']",True,True
v_Bowling_g02_c01.avi,bowling,bowling,"['bowling', 'cricketbowling', 'billiards', 'breaststroke', 'balancebeam']",True,True
v_Bowling_g02_c02.avi,bowling,bowling,"['bowling', 'cricketbowling', 'billiards', 'balancebeam', 'hammering']",True,True
v_Bowling_g02_c03.avi,bowling,bowling,"['bowling', 'cricketbowling', 'billiards', 'balancebeam', 'breaststroke']",True,True
v_BoxingPunchingBag_g01_c01.avi,boxingpunchingbag,boxingspeedbag,"['boxingspeedbag', 'punch', 'boxingpunchingbag', 'lunges', 'taichi']",False,True
v_BoxingPunchingBag_g01_c02.avi,boxingpunchingbag,boxingspeedbag,"['boxingspeedbag', 'punch', 'boxingpunchingbag', 'lunges', 'taichi']",False,True
v_BoxingPunchingBag_g01_c03.avi,boxingpunchingbag,boxingspeedbag,"['boxingspeedbag', 'boxingpunchingbag', 'punch', 'lunges', 'highjump']",False,True
v_BoxingPunchingBag_g01_c04.avi,boxingpunchingbag,boxingspeedbag,"['boxingspeedbag', 'boxingpunchingbag', 'punch', 'lunges', 'nunchucks']",False,True
v_BoxingPunchingBag_g01_c05.avi,boxingpunchingbag,boxingspeedbag,"['boxingspeedbag', 'boxingpunchingbag', 'punch', 'lunges', 'longjump']",False,True
v_BoxingPunchingBag_g01_c06.avi,boxingpunchingbag,boxingspeedbag,"['boxingspeedbag', 'punch', 'boxingpunchingbag', 'lunges', 'shotput']",False,True
v_BoxingPunchingBag_g01_c07.avi,boxingpunchingbag,boxingspeedbag,"['boxingspeedbag', 'boxingpunchingbag', 'punch', 'lunges', 'highjump']",False,True
v_BoxingPunchingBag_g02_c01.avi,boxingpunchingbag,boxingspeedbag,"['boxingspeedbag', 'boxingpunchingbag', 'punch', 'horserace', 'hammering']",False,True
v_BoxingPunchingBag_g02_c02.avi,boxingpunchingbag,boxingspeedbag,"['boxingspeedbag', 'boxingpunchingbag', 'punch', 'horserace', 'horseriding']",False,True
v_BoxingPunchingBag_g02_c03.avi,boxingpunchingbag,boxingspeedbag,"['boxingspeedbag', 'boxingpunchingbag', 'punch', 'horserace', 'horseriding']",False,True
v_BoxingSpeedBag_g01_c01.avi,boxingspeedbag,boxingspeedbag,"['boxingspeedbag', 'boxingpunchingbag', 'punch', 'blowdryhair', 'hammering']",True,True
v_BoxingSpeedBag_g01_c02.avi,boxingspeedbag,boxingspeedbag,"['boxingspeedbag', 'boxingpunchingbag', 'punch', 'blowdryhair', 'hammering']",True,True
v_BoxingSpeedBag_g01_c03.avi,boxingspeedbag,boxingspeedbag,"['boxingspeedbag', 'boxingpunchingbag', 'punch', 'blowdryhair', 'hammering']",True,True
v_BoxingSpeedBag_g01_c04.avi,boxingspeedbag,boxingspeedbag,"['boxingspeedbag', 'boxingpunchingbag', 'punch', 'drumming', 'blowdryhair']",True,True
v_BoxingSpeedBag_g02_c01.avi,boxingspeedbag,boxingpunchingbag,"['boxingpunchingbag', 'punch', 'boxingspeedbag', 'blowdryhair', 'drumming']",False,True
v_BoxingSpeedBag_g02_c02.avi,boxingspeedbag,boxingpunchingbag,"['boxingpunchingbag', 'punch', 'boxingspeedbag', 'blowdryhair', 'drumming']",False,True
v_BoxingSpeedBag_g02_c03.avi,boxingspeedbag,boxingpunchingbag,"['boxingpunchingbag', 'drumming', 'punch', 'playingtabla', 'boxingspeedbag']",False,True
v_BoxingSpeedBag_g02_c04.avi,boxingspeedbag,boxingpunchingbag,"['boxingpunchingbag', 'punch', 'boxingspeedbag', 'drumming', 'playingtabla']",False,True
v_BoxingSpeedBag_g03_c01.avi,boxingspeedbag,boxingspeedbag,"['boxingspeedbag', 'boxingpunchingbag', 'punch', 'drumming', 'hammering']",True,True
v_BoxingSpeedBag_g03_c02.avi,boxingspeedbag,boxingpunchingbag,"['boxingpunchingbag', 'boxingspeedbag', 'punch', 'soccerjuggling', 'drumming']",False,True
v_BreastStroke_g01_c01.avi,breaststroke,breaststroke,"['breaststroke', 'frontcrawl', 'rowing', 'lunges', 'cliffdiving']",True,True
v_BreastStroke_g01_c02.avi,breaststroke,breaststroke,"['breaststroke', 'frontcrawl', 'cliffdiving', 'horseriding', 'lunges']",True,True
v_BreastStroke_g01_c03.avi,breaststroke,breaststroke,"['breaststroke', 'frontcrawl', 'cliffdiving', 'diving', 'lunges']",True,True
v_BreastStroke_g01_c04.avi,breaststroke,breaststroke,"['breaststroke', 'frontcrawl', 'cliffdiving', 'rowing', 'skijet']",True,True
v_BreastStroke_g02_c01.avi,breaststroke,breaststroke,"['breaststroke', 'frontcrawl', 'rowing', 'diving', 'billiards']",True,True
v_BreastStroke_g02_c02.avi,breaststroke,breaststroke,"['breaststroke', 'frontcrawl', 'rowing', 'horseriding', 'billiards']",True,True
v_BreastStroke_g02_c03.avi,breaststroke,breaststroke,"['breaststroke', 'frontcrawl', 'rowing', 'cliffdiving', 'billiards']",True,True
